637.557603686636,4896,0.6040184331797235,1
650.0579851680044,4880,0.6080185552537614,2
243.79558702352978,4896,0.6120186773277994,3
650.0579851680044,4896,0.6080185552537614,4
643.8077944273203,4832,0.6060184942167425,5
637.557603686636,4864,0.6060184942167425,6
518.8039796136359,3392,0.4720144047364727,8
643.8077944273203,4848,0.6060184942167425,9
650.0579851680044,4864,0.6080185552537614,10
525.0541703543203,3792,0.4680142826624348,11
643.8077944273203,4896,0.6040184331797235,12
662.5583666493728,4896,0.6040184331797235,13
643.8077944273203,4896,0.6040184331797235,14
243.79558702352978,4896,0.6100186162907804,15
